awvCreateBus("Data" list(awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<0>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<1>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<2>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<3>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<4>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<5>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<6>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<7>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<8>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<9>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<10>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<11>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<12>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<13>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<14>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<15>" ) nil nil 1.65 nil "centre") ) "Signed Decimal") X,awvCreateBus("Data" list(awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<0>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<1>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<2>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<3>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<4>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<5>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<6>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<7>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<8>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<9>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<10>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<11>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<12>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<13>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<14>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<15>" ) nil nil 1.65 nil "centre") ) "Signed Decimal") LogicBus
0.0001112005010250001,0011111100100110
0.0001113005010250001,0011111101000110
0.0001114005010250001,0011111101100011
0.0001115005010250001,0011111101111110
0.0001116005010250001,0011111110010111
0.0001117005010250001,0011111110101101
0.0001118005010250001,0011111111000000
0.0001119005010250001,0011111111010001
0.0001120005010250001,0011111111011111
0.0001121005010250001,0011111111101011
0.0001122005010250001,0011111111110100
0.0001123005010250001,0011111111111010
0.0001124005010250001,0011111111111110
0.0001125005010250001,0011111111111111
0.0001126005010250001,0011111111111110
0.0001127005010250001,0011111111111010
0.0001128005010250001,0011111111110100
0.0001129005010250001,0011111111101011
0.0001130005010250001,0011111111011111
0.0001131005010250001,0011111111010001
0.0001132005010250001,0011111111000000
0.0001133005010250001,0011111110101101
0.0001134005010250001,0011111110010111
0.0001135005010250001,0011111101111110
0.0001136005010250001,0011111101100011
0.0001137005010250001,0011111101000101
0.0001138005010250001,0011111100100101
0.0001139005010250001,0011111100000010
0.0001140005010250001,0011111011011101
0.0001141005010250001,0011111010110101
0.0001142005010250001,0011111010001011
0.0001143005010250001,0011111001011110
0.0001144005010250001,0011111000101110
0.0001145005010250001,0011110111111101
0.0001146005010250001,0011110111001000
0.0001147005010250001,0011110110010001
0.0001148005010250001,0011110101011000
0.0001149005010250001,0011110100011100
0.0001150005010250001,0011110011011101
0.0001151005010250001,0011110010011100
0.0001152005010250001,0011110001011001
0.0001153005010250001,0011110000010011
0.0001154005010250001,0011101111001011
0.0001155005010250001,0011101110000001
0.0001156005010250001,0011101100110100
0.0001157005010250001,0011101011100100
0.0001158005010250001,0011101010010010
0.0001159005010250001,0011101000111110
0.0001160005010250001,0011100111101000
0.0001161005010250001,0011100110001111
0.0001162005010250001,0011100100110100
0.0001163005010250001,0011100011010110
0.0001164005010250001,0011100001110110
0.0001165005010250001,0011100000010100
0.0001166005010250001,0011011110110000
0.0001167005010250001,0011011101001010
0.0001168005010250001,0011011011100001
0.0001169005010250001,0011011001110110
0.0001170005010250001,0011011000001000
0.0001171005010250001,0011010110011001
0.0001172005010250001,0011010100100111
0.0001173005010250001,0011010010110100
0.0001174005010250001,0011010000111110
0.0001175005010250001,0011001111000110
0.0001176005010250001,0011001101001100
0.0001177005010250001,0011001011010000
0.0001178005010250001,0011001001010001
0.0001179005010250001,0011000111010001
0.0001180005010250001,0011000101001111
0.0001181005010250001,0011000011001011
0.0001182005010250001,0011000001000100
0.0001183005010250001,0010111110111100
0.0001184005010250001,0010111100110010
0.0001185005010250001,0010111010100110
0.0001186005010250001,0010111000011000
0.0001187005010250001,0010110110001001
0.0001188005010250001,0010110011110111
0.0001189005010250001,0010110001100100
0.0001190005010250001,0010101111001110
0.0001191005010250001,0010101100110111
0.0001192005010250001,0010101010011111
0.0001193005010250001,0010101000000100
0.0001194005010250001,0010100101101000
0.0001195005010250001,0010100011001010
0.0001196005010250001,0010100000101011
0.0001197005010250001,0010011110001010
0.0001198005010250001,0010011011100111
0.0001199005010250001,0010011001000011
0.0001200005010250001,0010010110011101
0.0001201005010250001,0010010011110110
0.0001202005010250001,0010010001001101
0.0001203005010250001,0010001110100010
0.0001204005010250001,0010001011110111
0.0001205005010250001,0010001001001010
0.0001206005010250001,0010000110011011
0.0001207005010250001,0010000011101011
0.0001208005010250001,0010000000111010
0.0001209005010250001,0001111110000111
0.0001210005010250001,0001111011010100
0.0001211005010250001,0001111000011111
0.0001212005010250001,0001110101101000
0.0001213005010250001,0001110010110001
0.0001214005010250001,0001101111111000
0.0001215005010250001,0001101100111111
0.0001216005010250001,0001101010000100
0.0001217005010250001,0001100111001000
0.0001218005010250001,0001100100001011
0.0001219005010250001,0001100001001101
0.0001220005010250001,0001011110001110
0.0001221005010250001,0001011011001110
0.0001222005010250001,0001011000001101
0.0001223005010250002,0001010101001011
0.0001224005010250002,0001010010001001
0.0001225005010250002,0001001111000101
0.0001226005010250002,0001001100000001
0.0001227005010250002,0001001000111100
0.0001228005010250002,0001000101110111
0.0001229005010250002,0001000010110000
0.0001230005010250001,0000111111101001
0.0001231005010250001,0000111100100001
0.0001232005010250001,0000111001011001
0.0001233005010250001,0000110110010000
0.0001234005010250002,0000110011000111
0.0001235005010250002,0000101111111101
0.0001236005010250002,0000101100110010
0.0001237005010250002,0000101001100111
0.0001238005010250002,0000100110011100
0.0001239005010250002,0000100011010000
0.0001240005010250002,0000100000000100
0.0001241005010250002,0000011100111000
0.0001242005010250001,0000011001101011
0.0001243005010250001,0000010110011110
0.0001244005010250001,0000010011010001
0.0001245005010250002,0000010000000011
0.0001246005010250002,0000001100110110
0.0001247005010250002,0000001001101000
0.0001248005010250002,0000000110011010
0.0001249005010250002,0000000011001100
0.0001250005010250002,1111111111111111
0.0001251005010250002,1111111100110010
0.0001252005010250002,1111111001100100
0.0001253005010250001,1111110110010110
0.0001254005010250001,1111110011001000
0.0001255005010250001,1111101111111011
0.0001256005010250002,1111101100101101
0.0001257005010250002,1111101001100000
0.0001258005010250002,1111100110010011
0.0001259005010250002,1111100011000110
0.0001260005010250002,1111011111111010
0.0001261005010250002,1111011100101110
0.0001262005010250002,1111011001100010
0.0001263005010250002,1111010110010111
0.0001264005010250001,1111010011001100
0.0001265005010250001,1111010000000001
0.0001266005010250001,1111001100110111
0.0001267005010250002,1111001001101110
0.0001268005010250002,1111000110100101
0.0001269005010250002,1111000011011101
0.0001270005010250002,1111000000010101
0.0001271005010250002,1110111101001110
0.0001272005010250002,1110111010000111
0.0001273005010250002,1110110111000010
0.0001274005010250002,1110110011111101
0.0001275005010250001,1110110000111001
0.0001276005010250001,1110101101110101
0.0001277005010250001,1110101010110011
0.0001278005010250002,1110100111110001
0.0001279005010250002,1110100100110000
0.0001280005010250002,1110100001110000
0.0001281005010250002,1110011110110001
0.0001282005010250002,1110011011110011
0.0001283005010250002,1110011000110110
0.0001284005010250002,1110010101111010
0.0001285005010250002,1110010011000000
0.0001286005010250001,1110010000000110
0.0001287005010250001,1110001101001101
0.0001288005010250001,1110001010010110
0.0001289005010250001,1110000111100000
0.0001290005010250002,1110000100101011
0.0001291005010250002,1110000001110111
0.0001292005010250002,1101111111000100
0.0001293005010250002,1101111100010011
0.0001294005010250002,1101111001100011
0.0001295005010250002,1101110110110101
0.0001296005010250002,1101110100001000
0.0001297005010250001,1101110001011100
0.0001298005010250001,1101101110110010
0.0001299005010250001,1101101100001001
0.0001300005010250001,1101101001100001
0.0001301005010250002,1101100110111100
0.0001302005010250002,1101100100010111
0.0001303005010250002,1101100001110101
0.0001304005010250002,1101011111010100
0.0001305005010250002,1101011100110100
0.0001306005010250002,1101011010010110
0.0001307005010250002,1101010111111010
0.0001308005010250001,1101010101100000
0.0001309005010250001,1101010011000111
0.0001310005010250001,1101010000110000
0.0001311005010250001,1101001110011011
0.0001312005010250002,1101001100001000
0.0001313005010250002,1101001001110110
0.0001314005010250002,1101000111100110
0.0001315005010250002,1101000101011000
0.0001316005010250002,1101000011001100
0.0001317005010250002,1101000001000010
0.0001318005010250002,1100111110111010
0.0001319005010250001,1100111100110100
0.0001320005010250001,1100111010110000
0.0001321005010250001,1100111000101110
0.0001322005010250001,1100110110101101
0.0001323005010250002,1100110100101111
0.0001324005010250002,1100110010110011
0.0001325005010250002,1100110000111001
0.0001326005010250002,1100101111000001
0.0001327005010250002,1100101101001011
0.0001328005010250002,1100101011010111
0.0001329005010250002,1100101001100110
0.0001330005010250002,1100100111110110
0.0001331005010250001,1100100110001001
0.0001332005010250001,1100100100011110
0.0001333005010250001,1100100010110101
0.0001334005010250002,1100100001001111
0.0001335005010250002,1100011111101011
0.0001336005010250002,1100011110001001
0.0001337005010250002,1100011100101001
0.0001338005010250002,1100011011001011
0.0001339005010250002,1100011001110000
0.0001340005010250002,1100011000010111
0.0001341005010250002,1100010111000001
0.0001342005010250001,1100010101101101
0.0001343005010250001,1100010100011011
0.0001344005010250001,1100010011001100
0.0001345005010250002,1100010001111111
0.0001346005010250002,1100010000110100
0.0001347005010250002,1100001111101100
0.0001348005010250002,1100001110100110
0.0001349005010250002,1100001101100011
0.0001350005010250002,1100001100100010
0.0001351005010250002,1100001011100100
0.0001352005010250002,1100001010101000
0.0001353005010250001,1100001001101110
0.0001354005010250001,1100001000110111
0.0001355005010250001,1100001000000011
0.0001356005010250002,1100000111010001
0.0001357005010250002,1100000110100010
0.0001358005010250002,1100000101110101
0.0001359005010250002,1100000101001010
0.0001360005010250002,1100000100100011
0.0001361005010250002,1100000011111101
0.0001362005010250002,1100000011011010
0.0001363005010250002,1100000010111010
0.0001364005010250001,1100000010011101
0.0001365005010250001,1100000010000010
0.0001366005010250001,1100000001101001
0.0001367005010250001,1100000001010011
0.0001368005010250002,1100000001000000
0.0001369005010250002,1100000000101111
0.0001370005010250002,1100000000100001
0.0001371005010250002,1100000000010101
0.0001372005010250002,1100000000001100
0.0001373005010250002,1100000000000110
0.0001374005010250002,1100000000000010
0.0001375005010250001,1100000000000001
0.0001376005010250001,1100000000000010
0.0001377005010250001,1100000000000110
0.0001378005010250001,1100000000001100
0.0001379005010250002,1100000000010101
0.0001380005010250002,1100000000100001
0.0001381005010250002,1100000000101111
0.0001382005010250002,1100000001000000
0.0001383005010250002,1100000001010011
0.0001384005010250002,1100000001101001
0.0001385005010250002,1100000010000010
0.0001386005010250001,1100000010011101
0.0001387005010250001,1100000010111011
0.0001388005010250001,1100000011011011
0.0001389005010250001,1100000011111110
0.0001390005010250002,1100000100100011
0.0001391005010250002,1100000101001011
0.0001392005010250002,1100000101110101
0.0001393005010250002,1100000110100010
0.0001394005010250002,1100000111010010
0.0001395005010250002,1100001000000011
0.0001396005010250002,1100001000111000
0.0001397005010250001,1100001001101111
0.0001398005010250001,1100001010101000
0.0001399005010250001,1100001011100100
0.0001400005010250001,1100001100100011
0.0001401005010250002,1100001101100100
0.0001402005010250002,1100001110100111
0.0001403005010250002,1100001111101101
0.0001404005010250002,1100010000110101
0.0001405005010250002,1100010001111111
0.0001406005010250002,1100010011001100
0.0001407005010250002,1100010100011100
0.0001408005010250002,1100010101101110
0.0001409005010250001,1100010111000010
0.0001410005010250001,1100011000011000
0.0001411005010250001,1100011001110001
0.0001412005010250002,1100011011001100
0.0001413005010250002,1100011100101010
0.0001414005010250002,1100011110001010
0.0001415005010250002,1100011111101100
0.0001416005010250002,1100100001010000
0.0001417005010250002,1100100010110110
0.0001418005010250002,1100100100011111
0.0001419005010250002,1100100110001010
0.0001420005010250001,1100100111111000
0.0001421005010250001,1100101001100111
0.0001422005010250001,1100101011011001
0.0001423005010250002,1100101101001100
0.0001424005010250002,1100101111000010
0.0001425005010250002,1100110000111010
0.0001426005010250002,1100110010110100
0.0001427005010250002,1100110100110000
0.0001428005010250002,1100110110101111
0.0001429005010250002,1100111000101111
0.0001430005010250002,1100111010110001
0.0001431005010250001,1100111100110101
0.0001432005010250001,1100111110111100
0.0001433005010250001,1101000001000100
0.0001434005010250002,1101000011001110
0.0001435005010250002,1101000101011010
0.0001436005010250002,1101000111101000
0.0001437005010250002,1101001001110111
0.0001438005010250002,1101001100001001
0.0001439005010250002,1101001110011100
0.0001440005010250002,1101010000110010
0.0001441005010250002,1101010011001001
0.0001442005010250001,1101010101100001
0.0001443005010250001,1101010111111100
0.0001444005010250001,1101011010011000
0.0001445005010250001,1101011100110110
0.0001446005010250002,1101011111010101
0.0001447005010250002,1101100001110110
0.0001448005010250002,1101100100011001
0.0001449005010250002,1101100110111101
0.0001450005010250002,1101101001100011
0.0001451005010250002,1101101100001010
0.0001452005010250002,1101101110110011
0.0001453005010250001,1101110001011110
0.0001454005010250001,1101110100001001
0.0001455005010250001,1101110110110110
0.0001456005010250001,1101111001100101
0.0001457005010250002,1101111100010101
0.0001458005010250002,1101111111000110
0.0001459005010250002,1110000001111001
0.0001460005010250002,1110000100101100
0.0001461005010250002,1110000111100001
0.0001462005010250002,1110001010011000
0.0001463005010250002,1110001101001111
0.0001464005010250001,1110010000001000
0.0001465005010250001,1110010011000001
0.0001466005010250001,1110010101111100
0.0001467005010250001,1110011000111000
0.0001468005010250002,1110011011110101
0.0001469005010250002,1110011110110011
0.0001470005010250002,1110100001110010
0.0001471005010250002,1110100100110010
0.0001472005010250002,1110100111110011
0.0001473005010250002,1110101010110101
0.0001474005010250002,1110101101110111
0.0001475005010250001,1110110000111011
0.0001476005010250001,1110110011111111
0.0001477005010250001,1110110111000100
0.0001478005010250001,1110111010001001
0.0001479005010250002,1110111101010000
0.0001480005010250002,1111000000010111
0.0001481005010250002,1111000011011111
0.0001482005010250002,1111000110100111
0.0001483005010250002,1111001001110000
0.0001484005010250002,1111001100111001
0.0001485005010250002,1111010000000011
0.0001486005010250001,1111010011001110
0.0001487005010250001,1111010110011001
0.0001488005010250001,1111011001100100
0.0001489005010250001,1111011100110000
0.0001490005010250002,1111011111111100
0.0001491005010250002,1111100011001000
0.0001492005010250002,1111100110010101
0.0001493005010250002,1111101001100010
0.0001494005010250002,1111101100101111
0.0001495005010250002,1111101111111101
0.0001496005010250002,1111110011001010
0.0001497005010250002,1111110110011000
0.0001498005010250001,1111111001100110
0.0001499005010250001,1111111100110100
0.0001500005010250001,0000000000000001
0.0001501005010250002,0000000011001110
0.0001502005010250002,0000000110011100
0.0001503005010250002,0000001001101010
0.0001504005010250002,0000001100111000
0.0001505005010250002,0000010000000101
0.0001506005010250002,0000010011010011
0.0001507005010250002,0000010110100000
0.0001508005010250002,0000011001101101
0.0001509005010250001,0000011100111010
0.0001510005010250001,0000100000000110
0.0001511005010250001,0000100011010010
0.0001512005010250001,0000100110011110
0.0001513005010250002,0000101001101001
0.0001514005010250002,0000101100110100
0.0001515005010250002,0000101111111111
0.0001516005010250002,0000110011001001
0.0001517005010250002,0000110110010010
0.0001518005010250002,0000111001011011
0.0001519005010250002,0000111100100011
0.0001520005010250001,0000111111101011
0.0001521005010250001,0001000010110010
0.0001522005010250001,0001000101111001
0.0001523005010250001,0001001000111110
0.0001524005010250002,0001001100000011
0.0001525005010250002,0001001111000111
0.0001526005010250002,0001010010001011
0.0001527005010250002,0001010101001101
0.0001528005010250002,0001011000001111
0.0001529005010250002,0001011011010000
0.0001530005010250002,0001011110010000
0.0001531005010250001,0001100001001111
0.0001532005010250001,0001100100001101
0.0001533005010250001,0001100111001010
0.0001534005010250001,0001101010000110
0.0001535005010250002,0001101101000000
0.0001536005010250002,0001101111111010
0.0001537005010250002,0001110010110011
0.0001538005010250002,0001110101101010
0.0001539005010250002,0001111000100000
0.0001540005010250002,0001111011010101
0.0001541005010250002,0001111110001001
0.0001542005010250001,0010000000111100
0.0001543005010250001,0010000011101101
0.0001544005010250001,0010000110011101
0.0001545005010250001,0010001001001011
0.0001546005010250002,0010001011111000
0.0001547005010250002,0010001110100100
0.0001548005010250002,0010010001001110
0.0001549005010250002,0010010011110111
0.0001550005010250002,0010010110011111
0.0001551005010250002,0010011001000100
0.0001552005010250002,0010011011101001
0.0001553005010250001,0010011110001011
0.0001554005010250001,0010100000101100
0.0001555005010250001,0010100011001100
0.0001556005010250001,0010100101101010
0.0001557005010250002,0010101000000110
0.0001558005010250002,0010101010100000
0.0001559005010250002,0010101100111001
0.0001560005010250002,0010101111010000
0.0001561005010250002,0010110001100101
0.0001562005010250002,0010110011111000
0.0001563005010250002,0010110110001010
0.0001564005010250001,0010111000011010
0.0001565005010250001,0010111010101000
0.0001566005010250001,0010111100110100
0.0001567005010250001,0010111110111110
0.0001568005010250002,0011000001000110
0.0001569005010250002,0011000011001100
0.0001570005010250002,0011000101010000
0.0001571005010250002,0011000111010010
0.0001572005010250002,0011001001010011
0.0001573005010250002,0011001011010001
0.0001574005010250002,0011001101001101
0.0001575005010250001,0011001111000111
0.0001576005010250001,0011010000111111
0.0001577005010250001,0011010010110101
0.0001578005010250001,0011010100101001
0.0001579005010250002,0011010110011010
0.0001580005010250002,0011011000001010
0.0001581005010250002,0011011001110111
0.0001582005010250002,0011011011100010
0.0001583005010250002,0011011101001011
0.0001584005010250002,0011011110110001
0.0001585005010250002,0011100000010101
0.0001586005010250002,0011100001110111
0.0001587005010250001,0011100011010111
0.0001588005010250001,0011100100110101
0.0001589005010250001,0011100110010000
0.0001590005010250001,0011100111101001
0.0001591005010250002,0011101000111111
0.0001592005010250002,0011101010010011
0.0001593005010250002,0011101011100101
0.0001594005010250002,0011101100110100
0.0001595005010250002,0011101110000001
0.0001596005010250002,0011101111001100
0.0001597005010250002,0011110000010100
0.0001598005010250001,0011110001011010
0.0001599005010250001,0011110010011101
0.0001600005010250001,0011110011011110
0.0001601005010250001,0011110100011100
0.0001602005010250002,0011110101011000
0.0001603005010250002,0011110110010010
0.0001604005010250002,0011110111001001
0.0001605005010250002,0011110111111101
0.0001606005010250002,0011111000101111
0.0001607005010250002,0011111001011110
0.0001608005010250002,0011111010001011
0.0001609005010250001,0011111010110110
0.0001610005010250001,0011111011011101
0.0001611005010250001,0011111100000011
0.0001612005010250001,0011111100100110
0.0001613005010250002,0011111101000110
0.0001614005010250002,0011111101100011
0.0001615005010250002,0011111101111110
0.0001616005010250002,0011111110010111
0.0001617005010250002,0011111110101101
0.0001618005010250002,0011111111000000
0.0001619005010250002,0011111111010001
0.0001620005010250001,0011111111011111
0.0001621005010250001,0011111111101011
0.0001622005010250001,0011111111110100
0.0001623005010250001,0011111111111010
0.0001624005010250002,0011111111111110
0.0001625005010250002,0011111111111111
0.0001626005010250002,0011111111111110
0.0001627005010250002,0011111111111010
0.0001628005010250002,0011111111110100
0.0001629005010250002,0011111111101011
0.0001630005010250002,0011111111011111
0.0001631005010250001,0011111111010001
0.0001632005010250001,0011111111000000
0.0001633005010250001,0011111110101101
0.0001634005010250001,0011111110010111
0.0001635005010250002,0011111101111110
0.0001636005010250002,0011111101100011
0.0001637005010250002,0011111101000101
0.0001638005010250002,0011111100100101
0.0001639005010250002,0011111100000010
0.0001640005010250002,0011111011011101
0.0001641005010250002,0011111010110101
0.0001642005010250001,0011111010001011
0.0001643005010250001,0011111001011110
0.0001644005010250001,0011111000101110
0.0001645005010250001,0011110111111101
0.0001646005010250002,0011110111001000
0.0001647005010250002,0011110110010001
0.0001648005010250002,0011110101011000
0.0001649005010250002,0011110100011100
0.0001650005010250002,0011110011011101
0.0001651005010250002,0011110010011100
0.0001652005010250002,0011110001011001
0.0001653005010250001,0011110000010011
0.0001654005010250001,0011101111001011
0.0001655005010250001,0011101110000001
0.0001656005010250001,0011101100110100
0.0001657005010250001,0011101011100100
0.0001658005010250002,0011101010010010
0.0001659005010250002,0011101000111110
0.0001660005010250002,0011100111101000
0.0001661005010250002,0011100110001111
0.0001662005010250002,0011100100110100
0.0001663005010250002,0011100011010110
0.0001664005010250001,0011100001110110
0.0001665005010250001,0011100000010100
0.0001666005010250001,0011011110110000
0.0001667005010250001,0011011101001010
0.0001668005010250001,0011011011100001
0.0001669005010250002,0011011001110110
0.0001670005010250002,0011011000001000
0.0001671005010250002,0011010110011001
0.0001672005010250002,0011010100100111
0.0001673005010250002,0011010010110100
0.0001674005010250002,0011010000111110
0.0001675005010250002,0011001111000110
0.0001676005010250001,0011001101001100
0.0001677005010250001,0011001011010000
0.0001678005010250001,0011001001010001
0.0001679005010250001,0011000111010001
0.0001680005010250002,0011000101001111
0.0001681005010250002,0011000011001011
0.0001682005010250002,0011000001000100
0.0001683005010250002,0010111110111100
0.0001684005010250002,0010111100110010
0.0001685005010250002,0010111010100110
0.0001686005010250002,0010111000011000
0.0001687005010250001,0010110110001001
0.0001688005010250001,0010110011110111
0.0001689005010250001,0010110001100100
0.0001690005010250001,0010101111001110
0.0001691005010250002,0010101100110111
0.0001692005010250002,0010101010011111
0.0001693005010250002,0010101000000100
0.0001694005010250002,0010100101101000
0.0001695005010250002,0010100011001010
0.0001696005010250002,0010100000101011
0.0001697005010250002,0010011110001010
0.0001698005010250001,0010011011100111
0.0001699005010250001,0010011001000011
0.0001700005010250001,0010010110011101
0.0001701005010250001,0010010011110110
0.0001702005010250002,0010010001001101
0.0001703005010250002,0010001110100010
0.0001704005010250002,0010001011110111
0.0001705005010250002,0010001001001010
0.0001706005010250002,0010000110011011
0.0001707005010250002,0010000011101011
0.0001708005010250002,0010000000111010
0.0001709005010250001,0001111110000111
0.0001710005010250001,0001111011010100
0.0001711005010250001,0001111000011111
0.0001712005010250001,0001110101101000
0.0001713005010250002,0001110010110001
0.0001714005010250002,0001101111111000
0.0001715005010250002,0001101100111111
0.0001716005010250002,0001101010000100
0.0001717005010250002,0001100111001000
0.0001718005010250002,0001100100001011
0.0001719005010250002,0001100001001101
0.0001720005010250001,0001011110001110
0.0001721005010250001,0001011011001110
0.0001722005010250001,0001011000001101
0.0001723005010250001,0001010101001011
0.0001724005010250002,0001010010001001
0.0001725005010250002,0001001111000101
0.0001726005010250002,0001001100000001
0.0001727005010250002,0001001000111100
0.0001728005010250002,0001000101110111
0.0001729005010250002,0001000010110000
0.0001730005010250002,0000111111101001
0.0001731005010250001,0000111100100001
0.0001732005010250001,0000111001011001
0.0001733005010250001,0000110110010000
0.0001734005010250001,0000110011000111
0.0001735005010250001,0000101111111101
0.0001736005010250002,0000101100110010
0.0001737005010250002,0000101001100111
0.0001738005010250002,0000100110011100
0.0001739005010250002,0000100011010000
0.0001740005010250002,0000100000000100
0.0001741005010250002,0000011100111000
0.0001742005010250001,0000011001101011
0.0001743005010250001,0000010110011110
0.0001744005010250001,0000010011010001
0.0001745005010250001,0000010000000011
0.0001746005010250001,0000001100110110
0.0001747005010250002,0000001001101000
0.0001748005010250002,0000000110011010
0.0001749005010250002,0000000011001100
0.0001750005010250002,1111111111111111
0.0001751005010250002,1111111100110010
0.0001752005010250002,1111111001100100
0.0001753005010250002,1111110110010110
0.0001754005010250001,1111110011001000
0.0001755005010250001,1111101111111011
0.0001756005010250001,1111101100101101
0.0001757005010250001,1111101001100000
0.0001758005010250002,1111100110010011
0.0001759005010250002,1111100011000110
0.0001760005010250002,1111011111111010
0.0001761005010250002,1111011100101110
0.0001762005010250002,1111011001100010
0.0001763005010250002,1111010110010111
0.0001764005010250002,1111010011001100
0.0001765005010250001,1111010000000001
0.0001766005010250001,1111001100110111
0.0001767005010250001,1111001001101110
0.0001768005010250001,1111000110100101
0.0001769005010250002,1111000011011101
0.0001770005010250002,1111000000010101
0.0001771005010250002,1110111101001110
0.0001772005010250002,1110111010000111
0.0001773005010250002,1110110111000010
0.0001774005010250002,1110110011111101
0.0001775005010250002,1110110000111001
0.0001776005010250001,1110101101110101
0.0001777005010250001,1110101010110011
0.0001778005010250001,1110100111110001
0.0001779005010250001,1110100100110000
0.0001780005010250002,1110100001110000
0.0001781005010250002,1110011110110001
0.0001782005010250002,1110011011110011
0.0001783005010250002,1110011000110110
0.0001784005010250002,1110010101111010
0.0001785005010250002,1110010011000000
0.0001786005010250002,1110010000000110
0.0001787005010250001,1110001101001101
0.0001788005010250001,1110001010010110
0.0001789005010250001,1110000111100000
0.0001790005010250001,1110000100101011
0.0001791005010250002,1110000001110111
0.0001792005010250002,1101111111000100
0.0001793005010250002,1101111100010011
0.0001794005010250002,1101111001100011
0.0001795005010250002,1101110110110101
0.0001796005010250002,1101110100001000
0.0001797005010250002,1101110001011100
0.0001798005010250001,1101101110110010
0.0001799005010250001,1101101100001001
0.0001800005010250001,1101101001100001
0.0001801005010250001,1101100110111100
0.0001802005010250002,1101100100010111
0.0001803005010250002,1101100001110101
0.0001804005010250002,1101011111010100
0.0001805005010250002,1101011100110100
0.0001806005010250002,1101011010010110
0.0001807005010250002,1101010111111010
0.0001808005010250002,1101010101100000
0.0001809005010250001,1101010011000111
0.0001810005010250001,1101010000110000
0.0001811005010250001,1101001110011011
0.0001812005010250001,1101001100001000
0.0001813005010250001,1101001001110110
0.0001814005010250002,1101000111100110
0.0001815005010250002,1101000101011000
0.0001816005010250002,1101000011001100
0.0001817005010250002,1101000001000010
0.0001818005010250002,1100111110111010
0.0001819005010250002,1100111100110100
0.0001820005010250001,1100111010110000
0.0001821005010250001,1100111000101110
0.0001822005010250001,1100110110101101
0.0001823005010250001,1100110100101111
