awvCreateBus("Data" list(awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<0>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<1>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<2>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<3>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<4>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<5>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<6>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<7>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<8>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<9>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<10>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<11>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<12>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<13>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<14>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<15>" ) nil nil 1.65 nil "centre") ) "Signed Decimal") X,awvCreateBus("Data" list(awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<0>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<1>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<2>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<3>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<4>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<5>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<6>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<7>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<8>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<9>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<10>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<11>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<12>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<13>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<14>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<15>" ) nil nil 1.65 nil "centre") ) "Signed Decimal") LogicBus
0.0002411005010250001,1100011001110001
0.0002412005010250001,1100011011001100
0.0002413005010250001,1100011100101010
0.0002414005010250001,1100011110001010
0.0002415005010250001,1100011111101100
0.0002416005010250002,1100100001010000
0.0002417005010250002,1100100010110110
0.0002418005010250002,1100100100011111
0.0002419005010250002,1100100110001010
0.0002420005010250002,1100100111111000
0.0002421005010250001,1100101001100111
0.0002422005010250001,1100101011011001
0.0002423005010250001,1100101101001100
0.0002424005010250001,1100101111000010
0.0002425005010250001,1100110000111010
0.0002426005010250001,1100110010110100
0.0002427005010250002,1100110100110000
0.0002428005010250002,1100110110101111
0.0002429005010250002,1100111000101111
0.0002430005010250002,1100111010110001
0.0002431005010250002,1100111100110101
0.0002432005010250002,1100111110111100
0.0002433005010250001,1101000001000100
0.0002434005010250001,1101000011001110
0.0002435005010250001,1101000101011010
0.0002436005010250001,1101000111101000
0.0002437005010250001,1101001001110111
0.0002438005010250002,1101001100001001
0.0002439005010250002,1101001110011100
0.0002440005010250002,1101010000110010
0.0002441005010250002,1101010011001001
0.0002442005010250001,1101010101100001
0.0002443005010250001,1101010111111100
0.0002444005010250001,1101011010011000
0.0002445005010250001,1101011100110110
0.0002446005010250001,1101011111010101
0.0002447005010250001,1101100001110110
0.0002448005010250001,1101100100011001
0.0002449005010250001,1101100110111101
0.0002450005010250001,1101101001100011
0.0002451005010250001,1101101100001010
0.0002452005010250001,1101101110110011
0.0002453005010250001,1101110001011110
0.0002454005010250001,1101110100001001
0.0002455005010250001,1101110110110110
0.0002456005010250001,1101111001100101
0.0002457005010250001,1101111100010101
0.0002458005010250001,1101111111000110
0.0002459005010250001,1110000001111001
0.0002460005010250001,1110000100101100
0.0002461005010250001,1110000111100001
0.0002462005010250001,1110001010011000
0.0002463005010250001,1110001101001111
0.0002464005010250001,1110010000001000
0.0002465005010250001,1110010011000001
0.0002466005010250001,1110010101111100
0.0002467005010250001,1110011000111000
0.0002468005010250001,1110011011110101
0.0002469005010250001,1110011110110011
0.0002470005010250001,1110100001110010
0.0002471005010250001,1110100100110010
0.0002472005010250001,1110100111110011
0.0002473005010250001,1110101010110101
0.0002474005010250001,1110101101110111
0.0002475005010250001,1110110000111011
0.0002476005010250001,1110110011111111
0.0002477005010250001,1110110111000100
0.0002478005010250001,1110111010001001
0.0002479005010250001,1110111101010000
0.0002480005010250001,1111000000010111
0.0002481005010250001,1111000011011111
0.0002482005010250001,1111000110100111
0.0002483005010250001,1111001001110000
0.0002484005010250001,1111001100111001
0.0002485005010250001,1111010000000011
0.0002486005010250001,1111010011001110
0.0002487005010250001,1111010110011001
0.0002488005010250001,1111011001100100
0.0002489005010250001,1111011100110000
0.0002490005010250001,1111011111111100
0.0002491005010250001,1111100011001000
0.0002492005010250001,1111100110010101
0.0002493005010250001,1111101001100010
0.0002494005010250001,1111101100101111
0.0002495005010250001,1111101111111101
0.0002496005010250001,1111110011001010
0.0002497005010250001,1111110110011000
0.0002498005010250001,1111111001100110
0.0002499005010250001,1111111100110100
0.0002500005010250001,0000000000000001
0.0002501005010250001,0000000011001110
0.0002502005010250001,0000000110011100
0.0002503005010250001,0000001001101010
0.0002504005010250001,0000001100111000
0.0002505005010250001,0000010000000101
0.0002506005010250001,0000010011010011
0.0002507005010250001,0000010110100000
0.0002508005010250001,0000011001101101
0.0002509005010250001,0000011100111010
0.0002510005010250001,0000100000000110
0.0002511005010250001,0000100011010010
0.0002512005010250001,0000100110011110
0.0002513005010250001,0000101001101001
0.0002514005010250001,0000101100110100
0.0002515005010250001,0000101111111111
0.0002516005010250001,0000110011001001
0.0002517005010250001,0000110110010010
0.0002518005010250001,0000111001011011
0.0002519005010250001,0000111100100011
0.0002520005010250001,0000111111101011
0.0002521005010250001,0001000010110010
0.0002522005010250001,0001000101111001
0.0002523005010250001,0001001000111110
0.0002524005010250001,0001001100000011
0.0002525005010250001,0001001111000111
0.0002526005010250001,0001010010001011
0.0002527005010250001,0001010101001101
0.0002528005010250001,0001011000001111
0.0002529005010250001,0001011011010000
0.0002530005010250001,0001011110010000
0.0002531005010250001,0001100001001111
0.0002532005010250001,0001100100001101
0.0002533005010250001,0001100111001010
0.0002534005010250001,0001101010000110
0.0002535005010250001,0001101101000000
0.0002536005010250001,0001101111111010
0.0002537005010250001,0001110010110011
0.0002538005010250001,0001110101101010
0.0002539005010250001,0001111000100000
0.0002540005010250001,0001111011010101
0.0002541005010250001,0001111110001001
0.0002542005010250001,0010000000111100
0.0002543005010250001,0010000011101101
0.0002544005010250001,0010000110011101
0.0002545005010250001,0010001001001011
0.0002546005010250001,0010001011111000
0.0002547005010250001,0010001110100100
0.0002548005010250001,0010010001001110
0.0002549005010250001,0010010011110111
0.0002550005010250001,0010010110011111
0.0002551005010250001,0010011001000100
0.0002552005010250001,0010011011101001
0.0002553005010250001,0010011110001011
0.0002554005010250001,0010100000101100
0.0002555005010250001,0010100011001100
0.0002556005010250001,0010100101101010
0.0002557005010250001,0010101000000110
0.0002558005010250001,0010101010100000
0.0002559005010250001,0010101100111001
0.0002560005010250001,0010101111010000
0.0002561005010250001,0010110001100101
0.0002562005010250001,0010110011111000
0.0002563005010250001,0010110110001010
0.0002564005010250001,0010111000011010
0.0002565005010250001,0010111010101000
0.0002566005010250001,0010111100110100
0.0002567005010250001,0010111110111110
0.0002568005010250001,0011000001000110
0.0002569005010250001,0011000011001100
0.0002570005010250001,0011000101010000
0.0002571005010250001,0011000111010010
0.0002572005010250001,0011001001010011
0.0002573005010250001,0011001011010001
0.0002574005010250001,0011001101001101
0.0002575005010250001,0011001111000111
0.0002576005010250001,0011010000111111
0.0002577005010250001,0011010010110101
0.0002578005010250001,0011010100101001
0.0002579005010250001,0011010110011010
0.0002580005010250001,0011011000001010
0.0002581005010250001,0011011001110111
0.0002582005010250001,0011011011100010
0.0002583005010250001,0011011101001011
0.0002584005010250001,0011011110110001
0.0002585005010250001,0011100000010101
0.0002586005010250001,0011100001110111
0.0002587005010250001,0011100011010111
0.0002588005010250001,0011100100110101
0.0002589005010250001,0011100110010000
0.0002590005010250001,0011100111101001
0.0002591005010250001,0011101000111111
0.0002592005010250001,0011101010010011
0.0002593005010250001,0011101011100101
0.0002594005010250001,0011101100110100
0.0002595005010250001,0011101110000001
0.0002596005010250001,0011101111001100
0.0002597005010250001,0011110000010100
0.0002598005010250001,0011110001011010
0.0002599005010250001,0011110010011101
0.0002600005010250001,0011110011011110
0.0002601005010250001,0011110100011100
0.0002602005010250001,0011110101011000
0.0002603005010250001,0011110110010010
0.0002604005010250001,0011110111001001
0.0002605005010250001,0011110111111101
0.0002606005010250001,0011111000101111
0.0002607005010250001,0011111001011110
0.0002608005010250001,0011111010001011
0.0002609005010250001,0011111010110110
0.0002610005010250001,0011111011011101
0.0002611005010250001,0011111100000011
0.0002612005010250001,0011111100100110
0.0002613005010250001,0011111101000110
0.0002614005010250001,0011111101100011
0.0002615005010250001,0011111101111110
0.0002616005010250001,0011111110010111
0.0002617005010250001,0011111110101101
0.0002618005010250001,0011111111000000
0.0002619005010250001,0011111111010001
0.0002620005010250001,0011111111011111
0.0002621005010250001,0011111111101011
0.0002622005010250001,0011111111110100
0.0002623005010250001,0011111111111010
0.0002624005010250001,0011111111111110
0.0002625005010250001,0011111111111111
0.0002626005010250001,0011111111111110
0.0002627005010250001,0011111111111010
0.0002628005010250001,0011111111110100
0.0002629005010250001,0011111111101011
0.0002630005010250001,0011111111011111
0.0002631005010250001,0011111111010001
0.0002632005010250001,0011111111000000
0.0002633005010250001,0011111110101101
0.0002634005010250001,0011111110010111
0.0002635005010250001,0011111101111110
0.0002636005010250001,0011111101100011
0.0002637005010250001,0011111101000101
0.0002638005010250001,0011111100100101
0.0002639005010250001,0011111100000010
0.0002640005010250001,0011111011011101
0.0002641005010250001,0011111010110101
0.0002642005010250001,0011111010001011
0.0002643005010250001,0011111001011110
0.0002644005010250001,0011111000101110
0.0002645005010250001,0011110111111101
0.0002646005010250001,0011110111001000
0.0002647005010250001,0011110110010001
0.0002648005010250001,0011110101011000
0.0002649005010250001,0011110100011100
0.0002650005010250001,0011110011011101
0.0002651005010250001,0011110010011100
0.0002652005010250001,0011110001011001
0.0002653005010250001,0011110000010011
0.0002654005010250001,0011101111001011
0.0002655005010250001,0011101110000001
0.0002656005010250001,0011101100110100
0.0002657005010250001,0011101011100100
0.0002658005010250001,0011101010010010
0.0002659005010250001,0011101000111110
0.0002660005010250001,0011100111101000
0.0002661005010250001,0011100110001111
0.0002662005010250001,0011100100110100
0.0002663005010250001,0011100011010110
0.0002664005010250001,0011100001110110
0.0002665005010250001,0011100000010100
0.0002666005010250001,0011011110110000
0.0002667005010250001,0011011101001010
0.0002668005010250001,0011011011100001
0.0002669005010250001,0011011001110110
0.0002670005010250001,0011011000001000
0.0002671005010250001,0011010110011001
0.0002672005010250001,0011010100100111
0.0002673005010250001,0011010010110100
0.0002674005010250001,0011010000111110
0.0002675005010250001,0011001111000110
0.0002676005010250001,0011001101001100
0.0002677005010250001,0011001011010000
0.0002678005010250001,0011001001010001
0.0002679005010250001,0011000111010001
0.0002680005010250001,0011000101001111
0.0002681005010250001,0011000011001011
0.0002682005010250001,0011000001000100
0.0002683005010250001,0010111110111100
0.0002684005010250001,0010111100110010
0.0002685005010250001,0010111010100110
0.0002686005010250001,0010111000011000
0.0002687005010250001,0010110110001001
0.0002688005010250001,0010110011110111
0.0002689005010250001,0010110001100100
0.0002690005010250001,0010101111001110
0.0002691005010250001,0010101100110111
0.0002692005010250001,0010101010011111
0.0002693005010250001,0010101000000100
0.0002694005010250001,0010100101101000
0.0002695005010250001,0010100011001010
0.0002696005010250001,0010100000101011
0.0002697005010250001,0010011110001010
0.0002698005010250001,0010011011100111
0.0002699005010250001,0010011001000011
0.0002700005010250001,0010010110011101
0.0002701005010250001,0010010011110110
0.0002702005010250001,0010010001001101
0.0002703005010250001,0010001110100010
0.0002704005010250001,0010001011110111
0.0002705005010250001,0010001001001010
0.0002706005010250001,0010000110011011
0.0002707005010250001,0010000011101011
0.0002708005010250001,0010000000111010
0.0002709005010250001,0001111110000111
0.0002710005010250001,0001111011010100
0.0002711005010250001,0001111000011111
0.0002712005010250001,0001110101101000
0.0002713005010250001,0001110010110001
0.0002714005010250001,0001101111111000
0.0002715005010250001,0001101100111111
0.0002716005010250001,0001101010000100
0.0002717005010250001,0001100111001000
0.0002718005010250001,0001100100001011
0.0002719005010250001,0001100001001101
0.0002720005010250001,0001011110001110
0.0002721005010250001,0001011011001110
0.0002722005010250001,0001011000001101
0.0002723005010250001,0001010101001011
0.0002724005010250001,0001010010001001
0.0002725005010250001,0001001111000101
0.0002726005010250001,0001001100000001
0.0002727005010250001,0001001000111100
0.0002728005010250001,0001000101110111
0.0002729005010250001,0001000010110000
0.0002730005010250001,0000111111101001
0.0002731005010250001,0000111100100001
0.0002732005010250001,0000111001011001
0.0002733005010250001,0000110110010000
0.0002734005010250001,0000110011000111
0.0002735005010250001,0000101111111101
0.0002736005010250001,0000101100110010
0.0002737005010250001,0000101001100111
0.0002738005010250001,0000100110011100
0.0002739005010250001,0000100011010000
0.0002740005010250001,0000100000000100
0.0002741005010250001,0000011100111000
0.0002742005010250001,0000011001101011
0.0002743005010250001,0000010110011110
0.0002744005010250001,0000010011010001
0.0002745005010250001,0000010000000011
0.0002746005010250001,0000001100110110
0.0002747005010250001,0000001001101000
0.0002748005010250001,0000000110011010
0.0002749005010250001,0000000011001100
0.0002750005010250001,1111111111111111
0.0002751005010250001,1111111100110010
0.0002752005010250001,1111111001100100
0.0002753005010250001,1111110110010110
0.0002754005010250001,1111110011001000
0.0002755005010250001,1111101111111011
0.0002756005010250001,1111101100101101
0.0002757005010250001,1111101001100000
0.0002758005010250001,1111100110010011
0.0002759005010250001,1111100011000110
0.0002760005010250001,1111011111111010
0.0002761005010250001,1111011100101110
0.0002762005010250001,1111011001100010
0.0002763005010250001,1111010110010111
0.0002764005010250001,1111010011001100
0.0002765005010250001,1111010000000001
0.0002766005010250001,1111001100110111
0.0002767005010250001,1111001001101110
0.0002768005010250001,1111000110100101
0.0002769005010250001,1111000011011101
0.0002770005010250001,1111000000010101
0.0002771005010250001,1110111101001110
0.0002772005010250001,1110111010000111
0.0002773005010250001,1110110111000010
0.0002774005010250001,1110110011111101
0.0002775005010250001,1110110000111001
0.0002776005010250001,1110101101110101
0.0002777005010250001,1110101010110011
0.0002778005010250001,1110100111110001
0.0002779005010250001,1110100100110000
0.0002780005010250001,1110100001110000
0.0002781005010250001,1110011110110001
0.0002782005010250001,1110011011110011
0.0002783005010250001,1110011000110110
0.0002784005010250001,1110010101111010
0.0002785005010250001,1110010011000000
0.0002786005010250001,1110010000000110
0.0002787005010250001,1110001101001101
0.0002788005010250001,1110001010010110
0.0002789005010250001,1110000111100000
0.0002790005010250001,1110000100101011
0.0002791005010250001,1110000001110111
0.0002792005010250001,1101111111000100
0.0002793005010250001,1101111100010011
0.0002794005010250001,1101111001100011
0.0002795005010250001,1101110110110101
0.0002796005010250001,1101110100001000
0.0002797005010250001,1101110001011100
0.0002798005010250001,1101101110110010
0.0002799005010250001,1101101100001001
0.0002800005010250001,1101101001100001
0.0002801005010250001,1101100110111100
0.0002802005010250001,1101100100010111
0.0002803005010250001,1101100001110101
0.0002804005010250001,1101011111010100
0.0002805005010250001,1101011100110100
0.0002806005010250001,1101011010010110
0.0002807005010250001,1101010111111010
0.0002808005010250001,1101010101100000
0.0002809005010250001,1101010011000111
0.0002810005010250001,1101010000110000
0.0002811005010250001,1101001110011011
0.0002812005010250001,1101001100001000
0.0002813005010250001,1101001001110110
0.0002814005010250001,1101000111100110
0.0002815005010250001,1101000101011000
0.0002816005010250001,1101000011001100
0.0002817005010250001,1101000001000010
0.0002818005010250001,1100111110111010
0.0002819005010250001,1100111100110100
0.0002820005010250001,1100111010110000
0.0002821005010250001,1100111000101110
0.0002822005010250001,1100110110101101
0.0002823005010250001,1100110100101111
0.0002824005010250001,1100110010110011
0.0002825005010250001,1100110000111001
0.0002826005010250001,1100101111000001
0.0002827005010250001,1100101101001011
0.0002828005010250001,1100101011010111
0.0002829005010250001,1100101001100110
0.0002830005010250001,1100100111110110
0.0002831005010250001,1100100110001001
0.0002832005010250001,1100100100011110
0.0002833005010250001,1100100010110101
0.0002834005010250001,1100100001001111
0.0002835005010250001,1100011111101011
0.0002836005010250001,1100011110001001
0.0002837005010250001,1100011100101001
0.0002838005010250001,1100011011001011
0.0002839005010250001,1100011001110000
0.0002840005010250001,1100011000010111
0.0002841005010250001,1100010111000001
0.0002842005010250001,1100010101101101
0.0002843005010250001,1100010100011011
0.0002844005010250001,1100010011001100
0.0002845005010250001,1100010001111111
0.0002846005010250001,1100010000110100
0.0002847005010250001,1100001111101100
0.0002848005010250001,1100001110100110
0.0002849005010250001,1100001101100011
0.0002850005010250001,1100001100100010
0.0002851005010250001,1100001011100100
0.0002852005010250001,1100001010101000
0.0002853005010250001,1100001001101110
0.0002854005010250001,1100001000110111
0.0002855005010250001,1100001000000011
0.0002856005010250001,1100000111010001
0.0002857005010250001,1100000110100010
0.0002858005010250001,1100000101110101
0.0002859005010250001,1100000101001010
0.0002860005010250001,1100000100100011
0.0002861005010250001,1100000011111101
0.0002862005010250001,1100000011011010
0.0002863005010250001,1100000010111010
0.0002864005010250001,1100000010011101
0.0002865005010250001,1100000010000010
0.0002866005010250001,1100000001101001
0.0002867005010250001,1100000001010011
0.0002868005010250001,1100000001000000
0.0002869005010250001,1100000000101111
0.0002870005010250001,1100000000100001
0.0002871005010250001,1100000000010101
0.0002872005010250001,1100000000001100
0.0002873005010250001,1100000000000110
0.0002874005010250001,1100000000000010
0.0002875005010250001,1100000000000001
0.0002876005010250001,1100000000000010
0.0002877005010250001,1100000000000110
0.0002878005010250001,1100000000001100
0.0002879005010250001,1100000000010101
0.0002880005010250001,1100000000100001
0.0002881005010250001,1100000000101111
0.0002882005010250001,1100000001000000
0.0002883005010250001,1100000001010011
0.0002884005010250001,1100000001101001
0.0002885005010250001,1100000010000010
0.0002886005010250001,1100000010011101
0.0002887005010250001,1100000010111011
0.0002888005010250001,1100000011011011
0.0002889005010250001,1100000011111110
0.0002890005010250001,1100000100100011
0.0002891005010250001,1100000101001011
0.0002892005010250001,1100000101110101
0.0002893005010250001,1100000110100010
0.0002894005010250001,1100000111010010
0.0002895005010250001,1100001000000011
0.0002896005010250001,1100001000111000
0.0002897005010250001,1100001001101111
0.0002898005010250001,1100001010101000
0.0002899005010250001,1100001011100100
0.0002900005010250001,1100001100100011
0.0002901005010250001,1100001101100100
0.0002902005010250001,1100001110100111
0.0002903005010250001,1100001111101101
0.0002904005010250001,1100010000110101
0.0002905005010250001,1100010001111111
0.0002906005010250001,1100010011001100
0.0002907005010250001,1100010100011100
0.0002908005010250001,1100010101101110
0.0002909005010250001,1100010111000010
0.0002910005010250001,1100011000011000
0.0002911005010250001,1100011001110001
0.0002912005010250001,1100011011001100
0.0002913005010250001,1100011100101010
0.0002914005010250001,1100011110001010
0.0002915005010250001,1100011111101100
0.0002916005010250001,1100100001010000
0.0002917005010250001,1100100010110110
0.0002918005010250001,1100100100011111
0.0002919005010250001,1100100110001010
0.0002920005010250001,1100100111111000
0.0002921005010250001,1100101001100111
0.0002922005010250001,1100101011011001
0.0002923005010250001,1100101101001100
0.0002924005010250001,1100101111000010
0.0002925005010250001,1100110000111010
0.0002926005010250001,1100110010110100
0.0002927005010250001,1100110100110000
0.0002928005010250001,1100110110101111
0.0002929005010250001,1100111000101111
0.0002930005010250001,1100111010110001
0.0002931005010250001,1100111100110101
0.0002932005010250001,1100111110111100
0.0002933005010250001,1101000001000100
0.0002934005010250001,1101000011001110
0.0002935005010250001,1101000101011010
0.0002936005010250001,1101000111101000
0.0002937005010250001,1101001001110111
0.0002938005010250001,1101001100001001
0.0002939005010250001,1101001110011100
0.0002940005010250001,1101010000110010
0.0002941005010250001,1101010011001001
0.0002942005010250001,1101010101100001
0.0002943005010250001,1101010111111100
0.0002944005010250001,1101011010011000
0.0002945005010250001,1101011100110110
0.0002946005010250001,1101011111010101
0.0002947005010250001,1101100001110110
0.0002948005010250001,1101100100011001
0.0002949005010250001,1101100110111101
0.0002950005010250001,1101101001100011
0.0002951005010250001,1101101100001010
0.0002952005010250001,1101101110110011
0.0002953005010250001,1101110001011110
0.0002954005010250001,1101110100001001
0.0002955005010250001,1101110110110110
0.0002956005010250001,1101111001100101
0.0002957005010250001,1101111100010101
0.0002958005010250001,1101111111000110
0.0002959005010250001,1110000001111001
0.0002960005010250001,1110000100101100
0.0002961005010250001,1110000111100001
0.0002962005010250001,1110001010011000
0.0002963005010250001,1110001101001111
0.0002964005010250001,1110010000001000
0.0002965005010250001,1110010011000001
0.0002966005010250001,1110010101111100
0.0002967005010250001,1110011000111000
0.0002968005010250001,1110011011110101
0.0002969005010250001,1110011110110011
0.0002970005010250001,1110100001110010
0.0002971005010250001,1110100100110010
0.0002972005010250001,1110100111110011
0.0002973005010250001,1110101010110101
0.0002974005010250001,1110101101110111
0.0002975005010250001,1110110000111011
0.0002976005010250001,1110110011111111
0.0002977005010250001,1110110111000100
0.0002978005010250001,1110111010001001
0.0002979005010250001,1110111101010000
0.0002980005010250001,1111000000010111
0.0002981005010250001,1111000011011111
0.0002982005010250001,1111000110100111
0.0002983005010250001,1111001001110000
0.0002984005010250001,1111001100111001
0.0002985005010250001,1111010000000011
0.0002986005010250001,1111010011001110
0.0002987005010250001,1111010110011001
0.0002988005010250001,1111011001100100
0.0002989005010250001,1111011100110000
0.0002990005010250001,1111011111111100
0.0002991005010250001,1111100011001000
0.0002992005010250001,1111100110010101
0.0002993005010250001,1111101001100010
0.0002994005010250001,1111101100101111
0.0002995005010250001,1111101111111101
0.0002996005010250001,1111110011001010
0.0002997005010250001,1111110110011000
0.0002998005010250001,1111111001100110
0.0002999005010250001,1111111100110100
0.0003000005010250001,0000000000000001
0.0003001005010250001,0000000011001110
0.0003002005010250001,0000000110011100
0.0003003005010250001,0000001001101010
0.0003004005010250001,0000001100111000
0.0003005005010250001,0000010000000101
0.0003006005010250001,0000010011010011
0.0003007005010250001,0000010110100000
0.0003008005010250001,0000011001101101
0.0003009005010250001,0000011100111010
0.0003010005010250001,0000100000000110
0.0003011005010250001,0000100011010010
0.0003012005010250001,0000100110011110
0.0003013005010250001,0000101001101001
0.0003014005010250001,0000101100110100
0.0003015005010250001,0000101111111111
0.0003016005010250001,0000110011001001
0.0003017005010250001,0000110110010010
0.0003018005010250001,0000111001011011
0.0003019005010250001,0000111100100011
0.0003020005010250001,0000111111101011
0.0003021005010250001,0001000010110010
0.0003022005010250001,0001000101111001
0.0003023005010250001,0001001000111110
0.0003024005010250001,0001001100000011
0.0003025005010250001,0001001111000111
0.0003026005010250001,0001010010001011
0.0003027005010250001,0001010101001101
0.0003028005010250001,0001011000001111
0.0003029005010250001,0001011011010000
0.0003030005010250001,0001011110010000
0.0003031005010250001,0001100001001111
0.0003032005010250001,0001100100001101
0.0003033005010250001,0001100111001010
0.0003034005010250001,0001101010000110
0.0003035005010250001,0001101101000000
0.0003036005010250001,0001101111111010
0.0003037005010250001,0001110010110011
0.0003038005010250001,0001110101101010
0.0003039005010250001,0001111000100000
0.0003040005010250001,0001111011010101
0.0003041005010250001,0001111110001001
0.0003042005010250001,0010000000111100
0.0003043005010250001,0010000011101101
0.0003044005010250001,0010000110011101
0.0003045005010250001,0010001001001011
0.0003046005010250001,0010001011111000
0.0003047005010250001,0010001110100100
0.0003048005010250001,0010010001001110
0.0003049005010250001,0010010011110111
0.0003050005010250001,0010010110011111
0.0003051005010250001,0010011001000100
0.0003052005010250001,0010011011101001
0.0003053005010250001,0010011110001011
0.0003054005010250001,0010100000101100
0.0003055005010250001,0010100011001100
0.0003056005010250001,0010100101101010
0.0003057005010250001,0010101000000110
0.0003058005010250001,0010101010100000
0.0003059005010250001,0010101100111001
0.0003060005010250001,0010101111010000
0.0003061005010250001,0010110001100101
0.0003062005010250001,0010110011111000
0.0003063005010250001,0010110110001010
0.0003064005010250001,0010111000011010
0.0003065005010250001,0010111010101000
0.0003066005010250001,0010111100110100
0.0003067005010250001,0010111110111110
0.0003068005010250001,0011000001000110
0.0003069005010250001,0011000011001100
0.0003070005010250001,0011000101010000
0.0003071005010250001,0011000111010010
0.0003072005010250001,0011001001010011
0.0003073005010250001,0011001011010001
0.0003074005010250001,0011001101001101
0.0003075005010250001,0011001111000111
0.0003076005010250001,0011010000111111
0.0003077005010250001,0011010010110101
0.0003078005010250001,0011010100101001
0.0003079005010250001,0011010110011010
0.0003080005010250001,0011011000001010
0.0003081005010250001,0011011001110111
0.0003082005010250001,0011011011100010
0.0003083005010250001,0011011101001011
0.0003084005010250001,0011011110110001
0.0003085005010250001,0011100000010101
0.0003086005010250001,0011100001110111
0.0003087005010250001,0011100011010111
0.0003088005010250001,0011100100110101
0.0003089005010250001,0011100110010000
0.0003090005010250001,0011100111101001
0.0003091005010250001,0011101000111111
0.0003092005010250001,0011101010010011
0.0003093005010250001,0011101011100101
0.0003094005010250001,0011101100110100
0.0003095005010250001,0011101110000001
0.0003096005010250001,0011101111001100
0.0003097005010250001,0011110000010100
0.0003098005010250001,0011110001011010
0.0003099005010250001,0011110010011101
0.0003100005010250001,0011110011011110
0.0003101005010250001,0011110100011100
0.0003102005010250001,0011110101011000
0.0003103005010250001,0011110110010010
0.0003104005010250001,0011110111001001
0.0003105005010250001,0011110111111101
0.0003106005010250001,0011111000101111
0.0003107005010250001,0011111001011110
0.0003108005010250001,0011111010001011
0.0003109005010250001,0011111010110110
0.0003110005010250001,0011111011011101
0.0003111005010250001,0011111100000011
0.0003112005010250001,0011111100100110
0.0003113005010250001,0011111101000110
0.0003114005010250001,0011111101100011
0.0003115005010250001,0011111101111110
0.0003116005010250001,0011111110010111
0.0003117005010250001,0011111110101101
0.0003118005010250001,0011111111000000
0.0003119005010250001,0011111111010001
0.0003120005010250001,0011111111011111
0.0003121005010250001,0011111111101011
0.0003122005010250001,0011111111110100
